Grid,Japanese (Kanji),Japanese (Hiragana),Romanized Japanese,Longitude,Latitude,Classification
5237,知立市,ちりゅうし,Chiryu Shi,137゜ 03’,35゜ 00’,Municipality
,千島海盆,ちしまかいぼん,Chishima Kaibon,146゜ 56’,46゜ 38’,Undersea feature
,千島・カムチャツカ海溝,ちしまかむちゃつかかいこう,Chishima-Kamuchatsuka Kaiko,147゜ 02’,42゜ 10’,Undersea feature
5236,知多半島,ちたはんとう,Chita Hanto,136゜ 53’,34゜ 56’,Extensive natural featur
5236,知多市,ちたし,Chita Shi,136゜ 51’,34゜ 59’,Municipality
6441,千歳川,ちとせがわ,Chitose Gawa,141゜ 37’,42゜ 58’,River
6441,千歳市,ちとせし,Chitose Shi,141゜ 39’,42゜ 49’,Municipality
5439,千代田町,ちよだまち,Chiyoda Machi,139゜ 26’,36゜ 13’,Municipality
5234,智頭町,ちづちょう,Chizu Cho,134゜ 13’,35゜ 15’,Municipality
5130,長府,ちょうふ,Chofu,130゜ 59’,34゜ 00’,Populated area
5339,調布市,ちょうふし,Chofu Shi,139゜ 32’,35゜ 39’,Municipality
5840,鳥海山,ちょうかいさん,Chokai San,140゜ 02’,39゜ 06’,Mountain
5340,長南町,ちょうなんまち,Chonan Machi,140゜ 14’,35゜ 23’,Municipality
5340,長生村,ちょうせいむら,Chosei Mura,140゜ 21’,35゜ 24’,Municipality
5340,銚子市,ちょうしし,Choshi Shi,140゜ 49’,35゜ 44’,Municipality
,朝陽海山,ちょうようかいざん,Choyo Kaizan,148゜ 40’,27゜ 00’,Undersea feature
6542,忠別岳,ちゅうべつだけ,Chubetsu Dake,142゜ 53’,43゜ 35’,Mountain
6542,忠別川,ちゅうべつがわ,Chubetsu Gawa,142゜ 24’,43゜ 43’,River
5233,中国山地,ちゅうごくさんち,Chugoku Sanchi,133゜ 17’,35゜ 04’,Extensive natural featur
5338,中央市,ちゅうおうし,Chuo Shi,138゜ 31’,35゜ 35’,Municipality
6545,忠類川,ちゅうるいがわ,Churui Gawa,145゜ 05’,43゜ 43’,River
5539,中禅寺湖,ちゅうぜんじこ,Chuzenji Ko,139゜ 25’,36゜ 44’,Lake
5237,駄知,だち,Dachi,137゜ 13’,35゜ 19’,Populated area
5236,大安,だいあん,Daian,136゜ 31’,35゜ 05’,Populated area
5338,大菩薩嶺,だいぼさつれい,Daibosatsu Rei,138゜ 50’,35゜ 44’,Mountain
5540,大子町,だいごまち,Daigo Machi,140゜ 21’,36゜ 46’,Municipality
,第５鹿島海山,だいごかしまかいざん,Daigo-Kashima Kaizan,144゜ 19’,35゜ 47’,Undersea feature
,第１鹿島海山,だいいちかしまかいざん,Daiichi-Kashima Kaizan,142゜ 40’,35゜ 48’,Undersea feature
,第１紀南海山,だいいちきなんかいざん,Daiichi-Kinan Kaizan,136゜ 18’,30゜ 28’,Undersea feature
6444,大黒島,だいこくじま,Daikoku Jima,144゜ 51’,42゜ 57’,Island
5238,大無間山,だいむけんざん,Daimuken Zan,138゜ 09’,35゜ 15’,Mountain
5639,大日岳,だいにちだけ,Dainichi Dake,139゜ 39’,37゜ 49’,Mountain
5436,大日山,だいにちざん,Dainichi Zan,136゜ 29’,36゜ 09’,Mountain
5336,大日ヶ岳,だいにちがたけ,Dainichigatake,136゜ 49’,35゜ 59’,Mountain
,第２鹿島海山,だいにかしまかいざん,Daini-Kashima Kaizan,143゜ 30’,36゜ 04’,Undersea feature
,第２紀南海山,だいにきなんかいざん,Daini-Kinan Kaizan,136゜ 44’,30゜ 10’,Undersea feature
5136,大王崎,だいおうざき,Daio Zaki,136゜ 54’,34゜ 16’,Cape
5333,大山,だいせん,Daisen,133゜ 32’,35゜ 22’,Mountain
5333,大山町,だいせんちょう,Daisen Cho,133゜ 29’,35゜ 30’,Municipality
5133,大川山,だいせんさん,Daisen San,133゜ 56’,34゜ 06’,Mountain
5940,大仙市,だいせんし,Daisen Shi,140゜ 28’,39゜ 27’,Municipality
6240,大千軒岳,だいせんげんだけ,Daisengen Dake,140゜ 09’,41゜ 34’,Mountain
5436,大聖寺川,だいしょうじがわ,Daishoji Gawa,136゜ 20’,36゜ 17’,River
5437,大天井岳,だいてんじょうだけ,Daitenjo Dake,137゜ 41’,36゜ 21’,Mountain
,大東海嶺,だいとうかいれい,Daito Kairei,132゜ 12’,25゜ 58’,Undersea feature
5235,大東市,だいとうし,Daito Shi,135゜ 37’,34゜ 42’,Municipality
5539,大谷川,だいやがわ,Daiya Gawa,139゜ 45’,36゜ 44’,River
,第４鹿島海山,だいよんかしまかいざん,Daiyon-Kashima Kaizan,144゜ 00’,36゜ 16’,Undersea feature
5237,段戸山,だんどやま,Dando Yama,137゜ 29’,35゜ 09’,Mountain
5234,段ヶ峰,だんがみね,Dangamine,134゜ 43’,35゜ 11’,Mountain
4828,男女群島,だんじょぐんとう,Danjo Gunto,128゜ 22’,32゜ 03’,Extensive natural featur
5238,達磨山,だるまやま,Daruma Yama,138゜ 50’,34゜ 57’,Mountain
5640,伊達市,だてし,Date Shi,140゜ 33’,37゜ 49’,Municipality
6340,伊達市,だてし,Date Shi,140゜ 51’,42゜ 28’,Municipality
5030,太宰府市,だざいふし,Dazaifu Shi,130゜ 31’,33゜ 30’,Municipality
4630,デン島,でんしま,Den Shima,130゜ 06’,30゜ 44’,Island
5940,出羽山地,でわさんち,Dewa Sanchi,140゜ 25’,39゜ 45’,Extensive natural featur
5439,堂平山,どうだいらさん,Dodaira San,139゜ 11’,36゜ 00’,Mountain
4932,堂ヶ森,どうがもり,Dogamori,132゜ 52’,33゜ 09’,Mountain
5433,島後,どうご,Dogo,133゜ 16’,36゜ 14’,Island
5433,島後水道,どうごすいどう,Dogo Suido,133゜ 12’,36゜ 09’,Sea Area
5233,道後山,どうごやま,Dogo Yama,133゜ 13’,35゜ 04’,Mountain
5033,土居,どい,Doi,133゜ 25’,33゜ 57’,Populated area
5133,土器川,どきがわ,Doki Gawa,133゜ 50’,34゜ 15’,River
5339,道志村,どうしむら,Doshi Mura,139゜ 02’,35゜ 31’,Municipality
,土曜海山,どようかいざん,Doyo Kaizan,140゜ 48’,27゜ 41’,Undersea feature
5033,銅山川,どうざんがわ,Dozan Gawa,133゜ 34’,33゜ 56’,River
5433,島前,どうぜん,Dozen,133゜ 01’,36゜ 03’,Extensive natural featur
6241,恵山,えさん,E San,141゜ 09’,41゜ 48’,Mountain
5741,江合川,えあいがわ,Eai Gawa,141゜ 09’,38゜ 31’,River
6441,江別市,えべつし,Ebetsu Shi,141゜ 32’,43゜ 06’,Municipality
5339,海老名市,えびなし,Ebina Shi,139゜ 23’,35゜ 26’,Municipality
4830,えびの市,えびのし,Ebino Shi,130゜ 48’,32゜ 02’,Municipality
4730,烏帽子岳,えぼうしだけ,Eboshi Dake,130゜ 36’,31゜ 52’,Mountain
5940,烏帽子岳（乳頭山）,えぼしだけ（にゅうとうざん）,Eboshi Dake (Nyuto Zan),140゜ 50’,39゜ 48’,Mountain
5029,烏帽子島,えぼししま,Eboshi Shima,129゜ 58’,33゜ 41’,Island
5233,烏帽子山,えぼしやま,Eboshi Yama,133゜ 02’,35゜ 04’,Mountain
5236,愛知川,えちがわ,Echi Gawa,136゜ 12’,35゜ 07’,River
5639,越後平野,えちごへいや,Echigo Heiya,139゜ 07’,37゜ 53’,Extensive natural featur
5538,越後山脈,えちごさんみゃく,Echigo Sanmyaku,138゜ 58’,36゜ 58’,Extensive natural featur
5336,越前町,えちぜんちょう,Echizen Cho,136゜ 07’,35゜ 58’,Municipality
5335,越前岬,えちぜんみさき,Echizen Misaki,135゜ 56’,35゜ 58’,Cape
5336,越前市,えちぜんし,Echizen Shi,136゜ 10’,35゜ 54’,Municipality
5339,江戸川,えどがわ,Edo Gawa,139゜ 56’,35゜ 40’,River
5032,愛媛県,えひめけん,Ehime Ken,132゜ 45’,33゜ 50’,Municipality
4630,頴娃町,えいちょう,Ei Cho,130゜ 29’,31゜ 14’,Municipality
5436,永平寺町,えいへいじちょう,Eiheiji Cho,136゜ 17’,36゜ 05’,Municipality
4929,江迎町,えむかえちょう,Emukae Cho,129゜ 37’,33゜ 18’,Municipality
5337,恵那山,えなさん,Ena San,137゜ 36’,35゜ 26’,Mountain
5337,恵那市,えなし,Ena Shi,137゜ 24’,35゜ 26’,Municipality
6741,遠別町,えんべつちょう,Enbetsu Cho,141゜ 47’,44゜ 43’,Municipality
6641,遠別川,えんべつがわ,Enbetsu Gawa,141゜ 57’,44゜ 35’,River
6643,遠軽町,えんがるちょう,Engaru Cho,143゜ 31’,44゜ 03’,Municipality
6441,恵庭岳,えにわだけ,Eniwa Dake,141゜ 16’,42゜ 47’,Mountain
6441,恵庭市,えにわし,Eniwa Shi,141゜ 34’,42゜ 52’,Municipality
4831,可愛岳,えのだけ,Eno Dake,131゜ 39’,32゜ 39’,Mountain
4929,江ノ島,えのしま,Enoshima,129゜ 20’,33゜ 00’,Island
5239,江の島,えのしま,Enoshima,139゜ 28’,35゜ 17’,Island
5137,遠州灘,えんしゅうなだ,Enshu Nada,137゜ 30’,34゜ 15’,Sea Area
6239,江良岳,えらだけ,Era Dake,139゜ 21’,41゜ 30’,Mountain
6343,えりも町,えりもちょう,Erimo Cho,143゜ 08’,42゜ 00’,Municipality
,襟裳海山,えりもかいざん,Erimo Kaizan,144゜ 58’,40゜ 54’,Undersea feature
6243,襟裳岬,えりもみさき,Erimo Misaki,143゜ 15’,41゜ 55’,Cape
6241,恵山岬,えさんみさき,Esan Misaki,141゜ 11’,41゜ 48’,Cape
6442,エサオマントッタベツ岳,えさおまんとったべつだけ,Esaomantottabetsu Dake,142゜ 44’,42゜ 41’,Mountain
6240,江差町,えさしちょう,Esashi Cho,140゜ 07’,41゜ 52’,Municipality
6742,枝幸町,えさしちょう,Esashi Cho,142゜ 34’,44゜ 56’,Municipality
5132,江田島市,えたじまし,Etajima Shi,132゜ 26’,34゜ 13’,Municipality
5332,恵曇,えとも,Etomo,132゜ 58’,35゜ 31’,Populated area
6848,択捉海峡,えとろふかいきょう,Etorofu Kaikyo,149゜ 05’,45゜ 32’,Sea Area
6747,択捉島,えとろふとう,Etorofu To,147゜ 32’,44゜ 58’,Island
5132,府中町,ふちゅうちょう,Fuchu Cho,132゜ 30’,34゜ 23’,Municipality
5133,府中市,ふちゅうし,Fuchu Shi,133゜ 14’,34゜ 34’,Municipality
5339,府中市,ふちゅうし,Fuchu Shi,139゜ 28’,35゜ 40’,Municipality
6041,普代村,ふだいむら,Fudai Mura,141゜ 53’,40゜ 00’,Municipality
5338,笛吹川,ふえふきがわ,Fuefuki Gawa,138゜ 36’,35゜ 36’,River
5338,笛吹市,ふえふきし,Fuefuki Shi,138゜ 38’,35゜ 38’,Municipality
5338,富士川,ふじかわ,Fuji Kawa,138゜ 26’,35゜ 25’,River
5338,富士山,ふじさん,Fuji San,138゜ 43’,35゜ 22’,Mountain
5238,富士市,ふじし,Fuji Shi,138゜ 40’,35゜ 09’,Municipality
5238,藤枝市,ふじえだし,Fujieda Shi,138゜ 15’,34゜ 52’,Municipality
5135,藤井寺市,ふじいでらし,Fujiidera Shi,135゜ 35’,34゜ 34’,Municipality
5238,富士川町,ふじかわちょう,Fujikawa Cho,138゜ 37’,35゜ 08’,Municipality
5338,富士河口湖町,ふじかわぐちこまち,Fujikawaguchiko Machi,138゜ 45’,35゜ 30’,Municipality
5338,富士見町,ふじみまち,Fujimi Machi,138゜ 14’,35゜ 54’,Municipality
5439,富士見村,ふじみむら,Fujimi Mura,139゜ 04’,36゜ 27’,Municipality
5339,富士見市,ふじみし,Fujimi Shi,139゜ 32’,35゜ 51’,Municipality
5339,ふじみ野市,ふじみのし,Fujimino Shi,139゜ 31’,35゜ 52’,Municipality
5238,富士宮市,ふじのみやし,Fujinomiya Shi,138゜ 37’,35゜ 13’,Municipality
5439,藤岡町,ふじおかまち,Fujioka Machi,139゜ 38’,36゜ 15’,Municipality
5439,藤岡市,ふじおかし,Fujioka Shi,139゜ 04’,36゜ 15’,Municipality
6040,藤崎町,ふじさきまち,Fujisaki Machi,140゜ 30’,40゜ 39’,Municipality
6040,藤里町,ふじさとまち,Fujisato Machi,140゜ 15’,40゜ 16’,Municipality
5841,藤沢町,ふじさわちょう,Fujisawa Cho,141゜ 20’,38゜ 51’,Municipality
5339,藤沢市,ふじさわし,Fujisawa Shi,139゜ 29’,35゜ 20’,Municipality
5236,藤原,ふじわら,Fujiwara,136゜ 29’,35゜ 09’,Populated area
5338,富士吉田市,ふじよしだし,Fujiyoshida Shi,138゜ 48’,35゜ 29’,Municipality
6542,深川市,ふかがわし,Fukagawa Shi,142゜ 03’,43゜ 43’,Municipality
4931,深島,ふかしま,Fukashima,131゜ 55’,32゜ 42’,Island
6039,深浦町,ふかうらまち,Fukaura Machi,139゜ 55’,40゜ 38’,Municipality
5439,深谷市,ふかやし,Fukaya Shi,139゜ 16’,36゜ 11’,Municipality
4730,吹上浜,ふきあげはま,Fukiage Hama,130゜ 19’,31゜ 30’,Cape
5030,福智町,ふくちまち,Fukuchi Machi,130゜ 46’,33゜ 40’,Municipality
5235,福知山市,ふくちやまし,Fukuchiyama Shi,135゜ 07’,35゜ 17’,Municipality
4928,福江島,ふくえじま,Fukue Jima,128゜ 43’,32゜ 42’,Island
5436,福井県,ふくいけん,Fukui Ken,136゜ 13’,36゜ 03’,Municipality
5436,福井市,ふくいし,Fukui Shi,136゜ 13’,36゜ 03’,Municipality
5030,福岡県,ふくおかけん,Fukuoka Ken,130゜ 25’,33゜ 36’,Municipality
5030,福岡市,ふくおかし,Fukuoka Shi,130゜ 24’,33゜ 35’,Municipality
5030,福岡湾,ふくおかわん,Fukuoka Wan,130゜ 19’,33゜ 37’,Sea Area
5237,袋井市,ふくろいし,Fukuroi Shi,137゜ 55’,34゜ 45’,Municipality
5234,福崎町,ふくさきちょう,Fukusaki Cho,134゜ 45’,34゜ 57’,Municipality
6240,福島町,ふくしまちょう,Fukushima Cho,140゜ 15’,41゜ 29’,Municipality
5640,福島県,ふくしまけん,Fukushima Ken,140゜ 28’,37゜ 45’,Municipality
5640,福島市,ふくしまし,Fukushima Shi,140゜ 28’,37゜ 45’,Municipality
,福徳海山,ふくとくかいざん,Fukutoku Kaizan,141゜ 38’,24゜ 04’,Undersea feature
5030,福津市,ふくつし,Fukutsu Shi,130゜ 29’,33゜ 46’,Municipality
5133,福山市,ふくやまし,Fukuyama Shi,133゜ 21’,34゜ 29’,Municipality
5339,船橋市,ふなばしし,Funabashi Shi,139゜ 58’,35゜ 41’,Municipality
5840,舟形町,ふながたまち,Funagata Machi,140゜ 19’,38゜ 41’,Municipality
5740,船形山,ふながたやま,Funagata Yama,140゜ 36’,38゜ 27’,Mountain
5537,舟橋村,ふなはしむら,Funahashi Mura,137゜ 18’,36゜ 42’,Municipality
5232,布野,ふの,Funo,132゜ 46’,34゜ 52’,Populated area
6441,風不死岳,ふっぷしだけ,Fuppushi Dake,141゜ 21’,42゜ 42’,Mountain
6542,富良野岳,ふらのだけ,Furano Dake,142゜ 37’,43゜ 23’,Mountain
6542,富良野市,ふらのし,Furano Shi,142゜ 23’,43゜ 20’,Municipality
6445,風蓮川,ふうれんがわ,Furen Gawa,145゜ 15’,43゜ 19’,River
6445,風蓮湖,ふうれんこ,Furen Ko,145゜ 19’,43゜ 17’,Lake
6440,古平町,ふるびらちょう,Furubira Cho,140゜ 38’,43゜ 15’,Municipality
4530,古岳,ふるだけ,Furudake,130゜ 12’,30゜ 25’,Mountain
5540,古殿町,ふるどのまち,Furudono Machi,140゜ 33’,37゜ 05’,Municipality
6645,古釜布,ふるかまっぷ,Furukamappu,145゜ 50’,44゜ 01’,Populated area
5235,伏見,ふしみ,Fushimi,135゜ 46’,34゜ 56’,Populated area
5131,椹野川,ふしのがわ,Fushino Gawa,131゜ 23’,34゜ 02’,River
5336,扶桑町,ふそうちょう,Fuso Cho,136゜ 54’,35゜ 21’,Municipality
5339,福生市,ふっさし,Fussa Shi,139゜ 19’,35゜ 44’,Municipality
5641,双葉町,ふたばまち,Futaba Machi,141゜ 00’,37゜ 26’,Municipality
5029,二神島,ふたがみしま,Futagami Shima,129゜ 33’,33゜ 36’,Island
5031,両子山,ふたごさん,Futago San,131゜ 35’,33゜ 34’,Mountain
5438,二子山,ふたごやま,Futago Yama,138゜ 51’,36゜ 04’,Mountain
5130,蓋井島,ふたおいじま,Futaoi Jima,130゜ 47’,34゜ 05’,Island
6040,二ツ森,ふたつもり,Futatsumori,140゜ 06’,40゜ 26’,Mountain
5239,富津市,ふっつし,Futtsu Shi,139゜ 51’,35゜ 18’,Municipality
4429,臥蛇島,がじゃじま,Gaja Jima,129゜ 32’,29゜ 54’,Island
5437,餓鬼岳,がきだけ,Gaki Dake,137゜ 43’,36゜ 26’,Mountain
5237,蒲郡市,がまごおりし,Gamagori Shi,137゜ 13’,34゜ 49’,Municipality
5740,月山,がっさん,Gassan,140゜ 01’,38゜ 32’,Mountain
5033,芸西村,げいせいむら,Geisei Mura,133゜ 48’,33゜ 31’,Municipality
5132,芸予諸島,げいよしょとう,Geiyo Shoto,132゜ 37’,34゜ 08’,Extensive natural featur
5029,玄海町,げんかいちょう,Genkai Cho,129゜ 52’,33゜ 28’,Municipality
5030,玄界島,げんかいじま,Genkai Jima,130゜ 14’,33゜ 40’,Island
5030,玄界灘,げんかいなだ,Genkai Nada,130゜ 10’,33゜ 50’,Sea Area
,元禄海山,げんろくかいざん,Genroku Kaizan,139゜ 01’,31゜ 01’,Undersea feature
5337,下呂市,げろし,Gero Shi,137゜ 14’,35゜ 48’,Municipality
,月曜海山,げつようかいざん,Getsuyo Kaizan,140゜ 28’,29゜ 18’,Undersea feature
5336,岐阜県,ぎふけん,Gifu Ken,136゜ 43’,35゜ 23’,Municipality
5336,岐阜市,ぎふし,Gifu Shi,136゜ 45’,35゜ 25’,Municipality
5336,岐南町,ぎなんちょう,Ginan Cho,136゜ 46’,35゜ 23’,Municipality
3927,宜野湾市,ぎのわんし,Ginowan Shi,127゜ 46’,26゜ 16’,Municipality
3927,宜野座村,ぎのざそん,Ginoza Son,127゜ 58’,26゜ 28’,Municipality
5339,銀座,ぎんざ,Ginza,139゜ 46’,35゜ 39’,Populated area
5129,郷崎,ごうざき,Go Zaki,129゜ 11’,34゜ 19’,Cape
5035,御坊市,ごぼうし,Gobo Shi,135゜ 09’,33゜ 53’,Municipality
5336,神戸町,ごうどちょう,Godo Cho,136゜ 36’,35゜ 25’,Municipality
5032,興居島,ごごしま,Gogo Shima,132゜ 39’,33゜ 53’,Island
5135,五條市,ごじょうし,Gojo Shi,135゜ 41’,34゜ 21’,Municipality
5940,五城目町,ごじょうめまち,Gojome Machi,140゜ 06’,39゜ 56’,Municipality
5439,五霞町,ごかまち,Goka Machi,139゜ 44’,36゜ 06’,Municipality
4931,五ヶ瀬町,ごかせちょう,Gokase Cho,131゜ 11’,32゜ 40’,Municipality
4831,五ヶ瀬川,ごかせがわ,Gokase Gawa,131゜ 43’,32゜ 34’,River
5135,護摩壇山,ごまだんざん,Gomadan Zan,135゜ 33’,34゜ 03’,Mountain
4830,権現山,ごんげんやま,Gongen Yama,130゜ 01’,32゜ 14’,Mountain
5339,権現山,ごんげんやま,Gongen Yama,139゜ 00’,35゜ 40’,Mountain
6041,五戸川,ごのへがわ,Gonohe Gawa,141゜ 28’,40゜ 35’,River
6041,五戸町,ごのへまち,Gonohe Machi,141゜ 18’,40゜ 31’,Municipality
5232,江の川,ごうのかわ,Gonokawa,132゜ 13’,35゜ 02’,River
5232,江の川（可愛川）,ごうのかわ（えのかわ）,Gonokawa (Eno kawa),132゜ 33’,34゜ 43’,River
5437,五竜岳,ごりゅうだけ,Goryu Dake,137゜ 44’,36゜ 39’,Mountain
5135,御所市,ごせし,Gose Shi,135゜ 44’,34゜ 27’,Municipality
5639,五泉市,ごせんし,Gosen Shi,139゜ 10’,37゜ 44’,Municipality
6140,五所川原市,ごしょがわらし,Goshogawara Shi,140゜ 26’,40゜ 48’,Municipality
5238,御殿場市,ごてんばし,Gotenba Shi,138゜ 56’,35゜ 18’,Municipality
4928,五島列島,ごとうれっとう,Goto Retto,128゜ 50’,32゜ 53’,Extensive natural featur
4928,五島市,ごとうし,Goto Shi,128゜ 50’,32゜ 41’,Municipality
5232,江津市,ごうつし,Gotsu Shi,132゜ 13’,35゜ 00’,Municipality
5841,五葉山,ごようざん,Goyo Zan,141゜ 43’,39゜ 12’,Mountain
5236,御在所山,ございしょやま,Gozaisho Yama,136゜ 24’,35゜ 01’,Mountain
5336,郡上市,ぐじょうし,Gujo Shi,136゜ 57’,35゜ 44’,Municipality
5439,群馬県,ぐんまけん,Gunma Ken,139゜ 03’,36゜ 23’,Municipality
5439,行田市,ぎょうだし,Gyoda Shi,139゜ 27’,36゜ 08’,Municipality
4930,玉東町,ぎょくとうまち,Gyokuto Machi,130゜ 37’,32゜ 55’,Municipality
5740,葉山,はやま,Ha Yama,140゜ 12’,38゜ 31’,Mountain
5135,羽曳野市,はびきのし,Habikino Shi,135゜ 36’,34゜ 33’,Municipality
6545,歯舞諸島,はぼまいしょとう,Habomai Shoto,145゜ 55’,43゜ 23’,Extensive natural featur
